Date,County,Temperature,Precipitation,Region
2012-12,Shasta County,37.2,13.31,North
2012-12,Sierra County,30.7,14.16,North
2012-12,Siskiyou County,32.3,10.25,North
2012-12,Solano County,47.7,6.78,North
2012-12,Sonoma County,47.2,14.22,North
2012-12,Stanislaus County,46.6,4.37,Central
2012-12,Sutter County,47.4,5.59,North
2012-12,Tehama County,42,11.83,North
2012-12,Trinity County,36.9,18.44,North
2012-12,Tulare County,39.7,4.78,Central
2012-12,Tuolumne County,33.6,14.8,Central
2012-12,Ventura County,46.9,2.58,South
2012-12,Yolo County,47.1,7.59,North
2012-12,Yuba County,44.6,11.53,North
2013-01,Alameda County,45.8,0.81,North
2013-01,Alpine County,29,1.22,North
2013-01,Amador County,42.9,1.34,Central
2013-01,Butte County,43.9,1.19,North
2013-01,Calaveras County,42.9,1.29,Central
2013-01,Colusa County,45.5,1.54,North
2013-01,Contra Costa County,45.9,0.79,South
2013-01,Del Norte County,40.7,5.16,North
2013-01,El Dorado County,39.4,1.44,North
2013-01,Fresno County,39.4,1.07,Central
2013-01,Glenn County,44.6,1.69,North
2013-01,Humboldt County,41.2,3.21,North
2013-01,Imperial County,54.2,0.78,South
2013-01,Inyo County,41,0.38,Central
2013-01,Kern County,44,0.81,Central
2013-01,Kings County,45.1,0.34,Central
2013-01,Lake County,43.8,2.01,North
2013-01,Lassen County,25.4,1.03,North
2013-01,Los Angeles County,48.3,1.29,South
2013-01,Madera County,39.7,1.13,Central
2013-01,Marin County,47.4,0.9,North
2013-01,Mariposa County,39.8,1.09,Central
2013-01,Mendocino County,43.4,2.06,North
2013-01,Merced County,45.3,1.05,Central
2013-01,Modoc County,26.9,1.27,North
2013-01,Mono County,26.6,0.39,Central
2013-01,Monterey County,47.2,1.31,Central
2013-01,Napa County,45.4,0.98,North
2013-01,Nevada County,37.4,1.18,North
2013-01,Orange County,54.7,1.14,South
2013-01,Placer County,38.8,1.23,North
2013-01,Plumas County,28.4,1.21,North
2013-01,Riverside County,50.6,1,South
2013-01,Sacramento County,45.2,1.1,North
2013-01,San Benito County,45.3,1.19,Central
2013-01,San Bernardino County,45.8,0.73,South
2013-01,San Diego County,49.8,1.56,South
2013-01,San Francisco County,48.2,0.59,North
2013-01,San Joaquin County,45,1.2,Central
2013-01,San Luis Obispo County,47.3,0.94,Central
2013-01,San Mateo County,48.3,0.61,North
2013-01,Santa Barbara County,48.4,1.18,South
2013-01,Santa Clara County,46.1,0.98,North
2013-01,Santa Cruz County,48.4,1.01,North
2013-01,Shasta County,38.8,1.43,North
2013-01,Sierra County,30.5,1,North
2013-01,Siskiyou County,33.2,2.34,North
2013-01,Solano County,45.4,0.72,North
2013-01,Sonoma County,46.4,1.22,North
2013-01,Stanislaus County,44.8,1.07,Central
2013-01,Sutter County,45.4,0.87,North
2013-01,Tehama County,43.8,1.37,North
2013-01,Trinity County,37.5,2.16,North
2013-01,Tulare County,38.1,1.44,Central
2013-01,Tuolumne County,35.8,1.28,Central
2013-01,Ventura County,47.2,1.46,South
2013-01,Yolo County,45.1,0.83,North
2013-01,Yuba County,44.6,0.92,North
2013-02,Alameda County,48.8,0.47,North
2013-02,Alpine County,30.6,0.37,North
2013-02,Amador County,45.5,0.71,Central
2013-02,Butte County,47.8,0.87,North
2013-02,Calaveras County,45.4,0.83,Central
2013-02,Colusa County,49.6,0.82,North
2013-02,Contra Costa County,50.4,0.4,South
2013-02,Del Norte County,42.2,3.62,North
2013-02,El Dorado County,41.3,0.8,North
2013-02,Fresno County,42,0.76,Central
2013-02,Glenn County,48,0.46,North
2013-02,Humboldt County,43.4,1.89,North
2013-02,Imperial County,57.7,0.02,South
2013-02,Inyo County,45,0.03,Central
2013-02,Kern County,48,0.43,Central
2013-02,Kings County,49.4,0.46,Central
2013-02,Lake County,46.1,1.06,North
2013-02,Lassen County,33,0.3,North
2013-02,Los Angeles County,50.2,0.48,South
2013-02,Madera County,42.6,0.79,Central
2013-02,Marin County,49.9,0.53,North
2013-02,Mariposa County,41.9,0.76,Central
2013-02,Mendocino County,45.2,1.1,North
2013-02,Merced County,49.3,0.35,Central
2013-02,Modoc County,32.6,0.62,North
2013-02,Mono County,29.9,0.17,Central
2013-02,Monterey County,47.9,0.58,Central
2013-02,Napa County,49.3,0.49,North
2013-02,Nevada County,39.9,0.66,North
2013-02,Orange County,54.9,0.47,South
2013-02,Placer County,41.2,0.59,North
2013-02,Plumas County,34.6,0.55,North
2013-02,Riverside County,53,0.43,South
2013-02,Sacramento County,50.1,0.35,North
2013-02,San Benito County,47,0.56,Central
2013-02,San Bernardino County,50,0.25,South
2013-02,San Diego County,50.7,0.89,South
2013-02,San Francisco County,50.5,0.81,North
2013-02,San Joaquin County,49.7,0.27,Central
2013-02,San Luis Obispo County,48.5,0.49,Central
2013-02,San Mateo County,49.2,0.72,North
2013-02,Santa Barbara County,48.7,0.54,South
2013-02,Santa Clara County,47.8,0.54,North
2013-02,Santa Cruz County,48.7,0.56,North
2013-02,Shasta County,43,0.8,North
2013-02,Sierra County,34.2,0.5,North
2013-02,Siskiyou County,36.8,0.99,North
2013-02,Solano County,50.4,0.28,North
2013-02,Sonoma County,49.4,0.56,North
2013-02,Stanislaus County,48.3,0.37,Central
2013-02,Sutter County,50.8,0.47,North
2013-02,Tehama County,47,0.68,North
2013-02,Trinity County,40.8,1.16,North
2013-02,Tulare County,40.5,1.08,Central
2013-02,Tuolumne County,37,0.76,Central
2013-02,Ventura County,47.7,0.37,South
2013-02,Yolo County,50.1,0.39,North
2013-02,Yuba County,48.8,0.74,North
2013-03,Alameda County,55.2,0.63,North
2013-03,Alpine County,38.5,2.56,North
2013-03,Amador County,53.1,2.89,Central
2013-03,Butte County,54.2,2.57,North
2013-03,Calaveras County,53.6,2.75,Central
2013-03,Colusa County,55.5,1.51,North
2013-03,Contra Costa County,56.4,0.6,South
2013-03,Del Norte County,46.8,5.82,North
2013-03,El Dorado County,48.3,3.2,North
2013-03,Fresno County,51,0.86,Central
2013-03,Glenn County,54.3,1.33,North
2013-03,Humboldt County,48.4,4.27,North
2013-03,Imperial County,69.8,0.05,South
2013-03,Inyo County,56.2,0.3,Central
2013-03,Kern County,57.3,0.65,Central
2013-03,Kings County,59.4,0.85,Central
2013-03,Lake County,50.7,3.02,North
2013-03,Lassen County,41.3,0.69,North
2013-03,Los Angeles County,58.2,0.75,South
2013-03,Madera County,51.7,1.19,Central
2013-03,Marin County,53.5,1.3,North
2013-03,Mariposa County,49.7,2.03,Central
2013-03,Mendocino County,50,3.63,North
2013-03,Merced County,58.4,0.58,Central
2013-03,Modoc County,40.6,0.62,North
2013-03,Mono County,39.7,0.58,Central
2013-03,Monterey County,54.7,0.81,Central
2013-03,Napa County,54.1,1.33,North
2013-03,Nevada County,46.8,3.37,North
2013-03,Orange County,59.5,0.68,South
2013-03,Placer County,48.2,3.14,North
2013-03,Plumas County,42,2.37,North
2013-03,Riverside County,64,0.35,South
2013-03,Sacramento County,57.7,1.45,North
2013-03,San Benito County,54.4,0.52,Central
2013-03,San Bernardino County,62.1,0.34,South
2013-03,San Diego County,58.8,1.15,South
2013-03,San Francisco County,53.9,0.8,North
2013-03,San Joaquin County,57.4,0.9,Central
2013-03,San Luis Obispo County,56,0.73,Central
2013-03,San Mateo County,53.9,1.23,North
2013-03,Santa Barbara County,54.1,0.89,South
2013-03,Santa Clara County,54.5,0.99,North
2013-03,Santa Cruz County,54.8,1.49,North
2013-03,Shasta County,49.1,3.15,North
2013-03,Sierra County,41.7,2.62,North
2013-03,Siskiyou County,43,2.64,North
2013-03,Solano County,56.7,0.73,North
2013-03,Sonoma County,52.7,2.33,North
2013-03,Stanislaus County,57,0.86,Central
2013-03,Sutter County,58,1.67,North
2013-03,Tehama County,52.7,2.22,North
2013-03,Trinity County,46.6,4.38,North
2013-03,Tulare County,49.4,0.86,Central
2013-03,Tuolumne County,44.6,2.68,Central
2013-03,Ventura County,53.9,1.19,South
2013-03,Yolo County,56.7,1.25,North
2013-03,Yuba County,55.5,2.86,North
2013-04,Alameda County,60,0.69,North
2013-04,Alpine County,41.6,1.63,North
2013-04,Amador County,57.9,1.56,Central
2013-04,Butte County,60,0.93,North
2013-04,Calaveras County,58.3,1.54,Central
2013-04,Colusa County,62.7,0.82,North
2013-04,Contra Costa County,61.9,0.78,South
2013-04,Del Norte County,50.9,4.01,North
2013-04,El Dorado County,52.6,1.85,North
2013-04,Fresno County,55.8,0.42,Central
2013-04,Glenn County,60.5,1.06,North
2013-04,Humboldt County,52.2,2.86,North
2013-04,Imperial County,73.5,0,South
2013-04,Inyo County,61.4,0.02,Central
2013-04,Kern County,62.3,0.08,Central
2013-04,Kings County,65.3,0.06,Central
2013-04,Lake County,57,1.5,North
2013-04,Lassen County,45.4,0.92,North
2013-04,Los Angeles County,61.1,0.03,South
2013-04,Madera County,55.8,0.87,Central
2013-04,Marin County,57.3,1.52,North
2013-04,Mariposa County,54.6,1.14,Central
2013-04,Mendocino County,54.1,2.18,North
2013-04,Merced County,64,0.41,Central
2013-04,Modoc County,43.9,1.54,North
2013-04,Mono County,43.3,0.5,Central
2013-04,Monterey County,58.4,0.3,Central
2013-04,Napa County,60.9,1.05,North
2013-04,Nevada County,51.5,1.43,North
2013-04,Orange County,61.7,0.03,South
2013-04,Placer County,52.9,1.33,North
2013-04,Plumas County,46.5,1.09,North
2013-04,Riverside County,67.8,0.01,South
2013-04,Sacramento County,64.2,0.8,North
2013-04,San Benito County,58.8,0.24,Central
2013-04,San Bernardino County,66.7,0.02,South
2013-04,San Diego County,60.7,0.05,South
2013-04,San Francisco County,57.6,1.14,North
2013-04,San Joaquin County,63.9,0.57,Central
2013-04,San Luis Obispo County,59.7,0.09,Central
2013-04,San Mateo County,57.2,0.92,North
2013-04,Santa Barbara County,56.7,0.08,South
2013-04,Santa Clara County,58.4,0.68,North
2013-04,Santa Cruz County,57.2,0.94,North
2013-04,Shasta County,54.5,1.87,North
2013-04,Sierra County,46,1.14,North
2013-04,Siskiyou County,46.7,1.69,North
2013-04,Solano County,63.2,0.84,North
2013-04,Sonoma County,58,1.67,North
2013-04,Stanislaus County,62.9,0.47,Central
2013-04,Sutter County,64.4,0.7,North
2013-04,Tehama County,58.8,1.37,North
2013-04,Trinity County,51.2,2.53,North
2013-04,Tulare County,54,0.3,Central
2013-04,Tuolumne County,48.6,1.69,Central
2013-04,Ventura County,56.7,0.08,South
2013-04,Yolo County,64,0.76,North
2013-04,Yuba County,61.3,1.11,North
2013-05,Alameda County,63,0.07,North
2013-05,Alpine County,46.3,2.19,North
2013-05,Amador County,62.5,1,Central
2013-05,Butte County,65.3,0.76,North
2013-05,Calaveras County,62.7,0.6,Central
2013-05,Colusa County,67.6,0.52,North
2013-05,Contra Costa County,64.8,0.07,South
2013-05,Del Norte County,55,3.38,North
2013-05,El Dorado County,57.6,1.99,North
2013-05,Fresno County,60.8,0.34,Central
2013-05,Glenn County,65.8,0.31,North
2013-05,Humboldt County,57.2,1.61,North
2013-05,Imperial County,80.7,0.01,South
2013-05,Inyo County,67.8,0.14,Central
2013-05,Kern County,67.7,0.14,Central
2013-05,Kings County,70.5,0.32,Central
2013-05,Lake County,60.6,0.41,North
2013-05,Lassen County,51.9,1.33,North
2013-05,Los Angeles County,65.9,0.55,South
2013-05,Madera County,61.3,0.44,Central
2013-05,Marin County,58.5,0.16,North
2013-05,Mariposa County,59.9,1.04,Central
2013-05,Mendocino County,58.3,0.64,North
2013-05,Merced County,68.9,0.09,Central
2013-05,Modoc County,51.4,2.11,North
2013-05,Mono County,49.4,0.82,Central
2013-05,Monterey County,62.2,0.06,Central
2013-05,Napa County,64.7,0.19,North
2013-05,Nevada County,56.4,1.53,North
2013-05,Orange County,66.5,0.45,South
2013-05,Placer County,58.1,1.75,North
2013-05,Plumas County,51.8,1.16,North
2013-05,Riverside County,74.3,0.13,South
2013-05,Sacramento County,68.9,0.38,North
2013-05,San Benito County,62.8,0.03,Central
2013-05,San Bernardino County,73.4,0.07,South
2013-05,San Diego County,66.6,0.58,South
2013-05,San Francisco County,59.4,0.06,North
2013-05,San Joaquin County,68.6,0.06,Central
2013-05,San Luis Obispo County,63.9,0.16,Central
2013-05,San Mateo County,59.2,0.09,North
2013-05,Santa Barbara County,61.6,0.13,South
2013-05,Santa Clara County,61.8,0.03,North
2013-05,Santa Cruz County,60.1,0.03,North
2013-05,Shasta County,60.4,1.32,North
2013-05,Sierra County,51,1.36,North
2013-05,Siskiyou County,53.3,2.11,North
2013-05,Solano County,67.3,0.24,North
2013-05,Sonoma County,60.5,0.29,North
2013-05,Stanislaus County,67.5,0.09,Central
2013-05,Sutter County,70,0.31,North
2013-05,Tehama County,64,0.85,North
2013-05,Trinity County,56.6,1.55,North
2013-05,Tulare County,59.3,0.43,Central
2013-05,Tuolumne County,53.7,1.19,Central
2013-05,Ventura County,62.2,0.35,South
2013-05,Yolo County,68.7,0.34,North
2013-05,Yuba County,66.6,0.65,North
2013-06,Alameda County,68.3,0.12,North
2013-06,Alpine County,57.2,0.38,North
2013-06,Amador County,70.9,0.74,Central
2013-06,Butte County,72.8,1.42,North
2013-06,Calaveras County,71.1,0.59,Central
2013-06,Colusa County,74.6,0.45,North
2013-06,Contra Costa County,70,0.2,South
2013-06,Del Norte County,61.8,1.33,North
2013-06,El Dorado County,66.6,1.21,North
2013-06,Fresno County,70.1,0.03,Central
2013-06,Glenn County,73.7,0.4,North
2013-06,Humboldt County,63,0.86,North
2013-06,Imperial County,90.1,0,South
2013-06,Inyo County,80.2,0,Central
2013-06,Kern County,77,0,Central
2013-06,Kings County,78.3,0,Central
2013-06,Lake County,68.5,1.11,North
2013-06,Lassen County,61.4,1.06,North
2013-06,Los Angeles County,72.7,0,South
2013-06,Madera County,70.7,0.05,Central
2013-06,Marin County,61,0.95,North
2013-06,Mariposa County,69.6,0.12,Central
2013-06,Mendocino County,64.4,1.33,North
2013-06,Merced County,75.4,0.05,Central
2013-06,Modoc County,60.2,0.92,North
2013-06,Mono County,60.5,0.08,Central
2013-06,Monterey County,68,0.01,Central
2013-06,Napa County,70,0.65,North
2013-06,Nevada County,65.1,1.73,North
2013-06,Orange County,69.2,0.01,South
2013-06,Placer County,66.4,1.45,North
2013-06,Plumas County,61.1,0.94,North
2013-06,Riverside County,83.5,0,South
2013-06,Sacramento County,74.6,0.27,North
2013-06,San Benito County,70.3,0.01,Central
2013-06,San Bernardino County,84.7,0,South
2013-06,San Diego County,73.1,0,South
2013-06,San Francisco County,61.8,0.28,North
2013-06,San Joaquin County,73.9,0.12,Central
2013-06,San Luis Obispo County,69.8,0,Central
2013-06,San Mateo County,62.4,0.17,North
2013-06,Santa Barbara County,65.4,0.01,South
2013-06,Santa Clara County,67.4,0.04,North
2013-06,Santa Cruz County,63.9,0.09,North
2013-06,Shasta County,69.1,1.95,North
2013-06,Sierra County,60.4,1.15,North
2013-06,Siskiyou County,61.7,0.82,North
2013-06,Solano County,72,0.24,North
2013-06,Sonoma County,64.6,1.21,North
2013-06,Stanislaus County,74.2,0.06,Central
2013-06,Sutter County,76.2,0.56,North
2013-06,Tehama County,72.6,1.17,North
2013-06,Trinity County,65.1,1.08,North
2013-06,Tulare County,69,0,Central
2013-06,Tuolumne County,63.3,0.39,Central
2013-06,Ventura County,67.4,0.02,South
2013-06,Yolo County,74.2,0.36,North
2013-06,Yuba County,73.9,1.25,North
2013-07,Alameda County,71.1,0,North
2013-07,Alpine County,64,0.33,North
2013-07,Amador County,77.6,0.02,Central
2013-07,Butte County,78.5,0,North
2013-07,Calaveras County,78,0.01,Central
2013-07,Colusa County,79.6,0.01,North
2013-07,Contra Costa County,72.5,0,South
2013-07,Del Norte County,70.7,0.02,North
2013-07,El Dorado County,73.9,0.07,North
2013-07,Fresno County,76.4,0.21,Central
2013-07,Glenn County,79.2,0.01,North
2013-07,Humboldt County,69.4,0.01,North
2013-07,Imperial County,93.8,0.36,South
2013-07,Inyo County,84.1,1.17,Central
2013-07,Kern County,83.2,0.11,Central
2013-07,Kings County,84.5,0.01,Central
2013-07,Lake County,76,0.04,North
2013-07,Lassen County,70.8,0.58,North
2013-07,Los Angeles County,76.8,0.13,South
2013-07,Madera County,76.8,0.13,Central
2013-07,Marin County,61.9,0.01,North
2013-07,Mariposa County,76.2,0.12,Central
2013-07,Mendocino County,70.7,0.08,North
2013-07,Merced County,80.2,0,Central
2013-07,Modoc County,70.8,0.32,North
2013-07,Mono County,66.3,0.89,Central
2013-07,Monterey County,70.8,0,Central
2013-07,Napa County,73.1,0,North
2013-07,Nevada County,72.3,0.07,North
2013-07,Orange County,72.4,0.05,South
2013-07,Placer County,73.2,0.05,North
2013-07,Plumas County,69.4,0.22,North
2013-07,Riverside County,87.6,0.41,South
2013-07,Sacramento County,77.8,0,North
2013-07,San Benito County,75.2,0,Central
2013-07,San Bernardino County,88.8,0.35,South
2013-07,San Diego County,77.4,0.39,South
2013-07,San Francisco County,61.6,0,North
2013-07,San Joaquin County,77.3,0,Central
2013-07,San Luis Obispo County,74.3,0.01,Central
2013-07,San Mateo County,64,0,North
2013-07,Santa Barbara County,70,0.03,South
2013-07,Santa Clara County,71.6,0,North
2013-07,Santa Cruz County,65.8,0.03,North
2013-07,Shasta County,77.1,0.22,North
2013-07,Sierra County,67.9,0.22,North
2013-07,Siskiyou County,72.1,0.21,North
2013-07,Solano County,74.4,0,North
2013-07,Sonoma County,66,0.02,North
2013-07,Stanislaus County,78.8,0,Central
2013-07,Sutter County,80.3,0,North
2013-07,Tehama County,79.4,0.04,North
2013-07,Trinity County,74,0.23,North
2013-07,Tulare County,75.6,0.49,Central
2013-07,Tuolumne County,70,0.23,Central
2013-07,Ventura County,71.9,0.1,South
2013-07,Yolo County,77.8,0,North
2013-07,Yuba County,79.8,0,North
2013-08,Alameda County,69.8,0,North
2013-08,Alpine County,59.5,0.46,North
2013-08,Amador County,73.3,0.02,Central
2013-08,Butte County,74.2,0.03,North
2013-08,Calaveras County,73.5,0,Central
2013-08,Colusa County,75.7,0,North
2013-08,Contra Costa County,70.8,0.01,South
2013-08,Del Norte County,65.4,0.54,North
2013-08,El Dorado County,69.8,0.15,North
2013-08,Fresno County,71.8,0.18,Central
2013-08,Glenn County,74.9,0,North
2013-08,Humboldt County,68,0.36,North
2013-08,Imperial County,91.8,0.97,South
2013-08,Inyo County,79.8,0.5,Central
2013-08,Kern County,78.8,0.13,Central
2013-08,Kings County,79.8,0,Central
2013-08,Lake County,71.5,0.01,North
2013-08,Lassen County,65.2,0.67,North
2013-08,Los Angeles County,75.5,0.04,South
2013-08,Madera County,72.5,0.07,Central
2013-08,Marin County,62.4,0.05,North
2013-08,Mariposa County,71.6,0.02,Central
2013-08,Mendocino County,68.8,0.06,North
2013-08,Merced County,76.8,0,Central
2013-08,Modoc County,64.6,0.6,North
2013-08,Mono County,61.7,0.48,Central
2013-08,Monterey County,69.8,0.01,Central
2013-08,Napa County,71.4,0.01,North
2013-08,Nevada County,67.8,0.05,North
2013-08,Orange County,73,0.02,South
2013-08,Placer County,69.1,0.06,North
2013-08,Plumas County,64.2,0.27,North
2013-08,Riverside County,85.3,0.94,South
2013-08,Sacramento County,75.6,0,North
2013-08,San Benito County,72.5,0,Central
2013-08,San Bernardino County,84.8,0.94,South
2013-08,San Diego County,76.3,0.67,South
2013-08,San Francisco County,62.9,0.06,North
2013-08,San Joaquin County,74.7,0,Central
2013-08,San Luis Obispo County,72.2,0,Central
2013-08,San Mateo County,65,0.01,North
2013-08,Santa Barbara County,68.2,0,South
2013-08,Santa Clara County,69.5,0.02,North
2013-08,Santa Cruz County,66.8,0.01,North
2013-08,Shasta County,71.7,0.16,North
2013-08,Sierra County,63.3,0.17,North
2013-08,Siskiyou County,66.4,0.55,North
2013-08,Solano County,73,0,North
2013-08,Sonoma County,66.1,0.01,North
2013-08,Stanislaus County,75.3,0,Central
2013-08,Sutter County,77,0,North
2013-08,Tehama County,74.4,0.04,North
2013-08,Trinity County,69.7,0.61,North
2013-08,Tulare County,71.2,0.42,Central
2013-08,Tuolumne County,65.7,0.1,Central
2013-08,Ventura County,70.7,0,South
2013-08,Yolo County,75.2,0,North
2013-08,Yuba County,75.3,0.01,North
2013-09,Alameda County,68.1,0.54,North
2013-09,Alpine County,54.4,0.89,North
2013-09,Amador County,67.3,1.18,Central
2013-09,Butte County,68.5,1.26,North
2013-09,Calaveras County,68.1,0.76,Central
2013-09,Colusa County,70.9,1.04,North
2013-09,Contra Costa County,68.5,0.63,South
2013-09,Del Norte County,60,5.87,North
2013-09,El Dorado County,64,1.72,North
2013-09,Fresno County,66.6,0.16,Central
2013-09,Glenn County,69.8,1.23,North
2013-09,Humboldt County,64.3,3.48,North
2013-09,Imperial County,86.4,0.53,South
2013-09,Inyo County,73.6,0.19,Central
2013-09,Kern County,73.5,0.06,Central
2013-09,Kings County,74.8,0,Central
2013-09,Lake County,65.9,1.17,North
2013-09,Lassen County,57.9,0.52,North
2013-09,Los Angeles County,73.2,0.01,South
2013-09,Madera County,67.2,0.28,Central
2013-09,Marin County,62.6,0.66,North
2013-09,Mariposa County,66,0.33,Central
2013-09,Mendocino County,64.2,1.7,North
2013-09,Merced County,72.4,0.03,Central
2013-09,Modoc County,57,1.28,North
2013-09,Mono County,55.9,0.56,Central
2013-09,Monterey County,67.8,0.05,Central
2013-09,Napa County,69,0.6,North
2013-09,Nevada County,61.8,1.99,North
2013-09,Orange County,73.4,0.01,South
2013-09,Placer County,63.4,1.5,North
2013-09,Plumas County,58.2,1.48,North
2013-09,Riverside County,80.3,0.51,South
2013-09,Sacramento County,71.8,0.59,North
2013-09,San Benito County,68.8,0.03,Central
2013-09,San Bernardino County,78.4,0.52,South
2013-09,San Diego County,73.4,0.27,South
2013-09,San Francisco County,63.8,0.61,North
2013-09,San Joaquin County,71.3,0.44,Central
2013-09,San Luis Obispo County,69.7,0,Central
2013-09,San Mateo County,64.5,0.6,North
2013-09,Santa Barbara County,67.6,0,South
2013-09,Santa Clara County,66.9,0.39,North
2013-09,Santa Cruz County,65.7,0.3,North
2013-09,Shasta County,65.4,1.47,North
2013-09,Sierra County,57.5,2.13,North
2013-09,Siskiyou County,59,2.67,North
2013-09,Solano County,70.8,0.58,North
2013-09,Sonoma County,64.6,0.69,North
2013-09,Stanislaus County,71,0.16,Central
2013-09,Sutter County,72.4,0.77,North
2013-09,Tehama County,68,1.11,North
2013-09,Trinity County,63.4,2.53,North
2013-09,Tulare County,65.8,0.11,Central
2013-09,Tuolumne County,60.3,0.74,Central
2013-09,Ventura County,69,0.02,South
2013-09,Yolo County,71.6,0.6,North
2013-09,Yuba County,69.8,1.16,North
2013-10,Alameda County,61.3,0.01,North
2013-10,Alpine County,43.9,1.01,North
2013-10,Amador County,59.7,0.28,Central
2013-10,Butte County,60.3,0.45,North
2013-10,Calaveras County,59.6,0.31,Central
2013-10,Colusa County,62.2,0.01,North
2013-10,Contra Costa County,62.9,0,South
2013-10,Del Norte County,53.2,0.11,North
2013-10,El Dorado County,55.1,0.77,North
2013-10,Fresno County,56.1,0.38,Central
2013-10,Glenn County,61.2,0.02,North
2013-10,Humboldt County,54.1,0.05,North
2013-10,Imperial County,72.8,0.04,South
2013-10,Inyo County,59,0.18,Central
2013-10,Kern County,61.9,0.09,Central
2013-10,Kings County,64.4,0.01,Central
2013-10,Lake County,59.2,0,North
2013-10,Lassen County,46,0.41,North
2013-10,Los Angeles County,62.5,0.23,South
2013-10,Madera County,56.2,0.4,Central
2013-10,Marin County,58.3,0,North
2013-10,Mariposa County,55.2,0.7,Central
2013-10,Mendocino County,56.6,0.01,North
2013-10,Merced County,63.4,0.05,Central
2013-10,Modoc County,45.1,0.35,North
2013-10,Mono County,43,0.57,Central
2013-10,Monterey County,59.7,0.22,Central
2013-10,Napa County,61.2,0,North
2013-10,Nevada County,53,0.81,North
2013-10,Orange County,65.6,0.33,South
2013-10,Placer County,54.6,0.8,North
2013-10,Plumas County,47,0.78,North
2013-10,Riverside County,66.8,0.26,South
2013-10,Sacramento County,63.5,0.02,North
2013-10,San Benito County,60.3,0.08,Central
2013-10,San Bernardino County,64.4,0.09,South
2013-10,San Diego County,63,1.05,South
2013-10,San Francisco County,59.5,0.01,North
2013-10,San Joaquin County,62.8,0.01,Central
2013-10,San Luis Obispo County,61.1,0.18,Central
2013-10,San Mateo County,58.9,0.05,North
2013-10,Santa Barbara County,60,0.2,South
2013-10,Santa Clara County,60.6,0.04,North
2013-10,Santa Cruz County,59.5,0.11,North
2013-10,Shasta County,55.7,0.33,North
2013-10,Sierra County,47,0.84,North
2013-10,Siskiyou County,48.8,0.19,North
2013-10,Solano County,62.6,0,North
2013-10,Sonoma County,59.2,0,North
2013-10,Stanislaus County,62.5,0.04,Central
2013-10,Sutter County,63.6,0.03,North
2013-10,Tehama County,60,0.27,North
2013-10,Trinity County,52.6,0.1,North
2013-10,Tulare County,54.6,0.46,Central
2013-10,Tuolumne County,50.4,0.91,Central
2013-10,Ventura County,59.6,0.13,South
2013-10,Yolo County,63.1,0,North
2013-10,Yuba County,61.3,0.29,North
2013-11,Alameda County,55.2,1.31,North
2013-11,Alpine County,38.7,0.91,North
2013-11,Amador County,53.1,1.7,Central
2013-11,Butte County,54,2.22,North
2013-11,Calaveras County,53,1.64,Central
2013-11,Colusa County,55.3,1.09,North
2013-11,Contra Costa County,56.2,1.33,South
2013-11,Del Norte County,47,3.34,North
2013-11,El Dorado County,49,1.61,North
2013-11,Fresno County,49.8,0.37,Central
2013-11,Glenn County,54.4,0.87,North
2013-11,Humboldt County,48.4,1.7,North
2013-11,Imperial County,64.7,0.8,South
2013-11,Inyo County,50.6,0.53,Central
2013-11,Kern County,54.5,0.83,Central
2013-11,Kings County,56.2,0.23,Central
2013-11,Lake County,52.4,1.4,North
2013-11,Lassen County,40.1,0.81,North
2013-11,Los Angeles County,57.2,1.13,South
2013-11,Madera County,50,0.58,Central
2013-11,Marin County,55.1,1.74,North
2013-11,Mariposa County,49,1.08,Central
2013-11,Mendocino County,51.8,1.9,North
2013-11,Merced County,55.8,0.58,Central
2013-11,Modoc County,39.4,0.75,North
2013-11,Mono County,37.4,0.32,Central
2013-11,Monterey County,54.8,0.51,Central
2013-11,Napa County,54.9,0.91,North
2013-11,Nevada County,47.2,1.67,North
2013-11,Orange County,62.2,0.6,South
2013-11,Placer County,48.7,1.58,North
2013-11,Plumas County,41.5,1.4,North
2013-11,Riverside County,59.9,0.64,South
2013-11,Sacramento County,56.4,1.06,North
2013-11,San Benito County,54.1,0.57,Central
2013-11,San Bernardino County,56.3,0.93,South
2013-11,San Diego County,58.1,0.68,South
2013-11,San Francisco County,56.3,1.39,North
2013-11,San Joaquin County,55.5,1.11,Central
2013-11,San Luis Obispo County,55.6,0.3,Central
2013-11,San Mateo County,55.1,1.23,North
2013-11,Santa Barbara County,56.1,0.68,South
2013-11,Santa Clara County,54.5,0.9,North
2013-11,Santa Cruz County,55.3,0.89,North
2013-11,Shasta County,48.8,1.71,North
2013-11,Sierra County,41.9,1.28,North
2013-11,Siskiyou County,42.7,1.26,North
2013-11,Solano County,56,0.99,North
2013-11,Sonoma County,54.7,1.51,North
2013-11,Stanislaus County,55,0.92,Central
2013-11,Sutter County,56.8,0.99,North
2013-11,Tehama County,52.9,1.92,North
2013-11,Trinity County,45.9,1.89,North
2013-11,Tulare County,48.4,0.68,Central
2013-11,Tuolumne County,44.5,1.21,Central
2013-11,Ventura County,55.3,0.84,South
2013-11,Yolo County,56.2,0.87,North
2013-11,Yuba County,55,1.73,North
2013-12,Alameda County,47,0.43,North
2013-12,Alpine County,31.5,1.6,North
2013-12,Amador County,45.8,0.81,Central
2013-12,Butte County,45.8,0.49,North
2013-12,Calaveras County,45.4,0.82,Central
2013-12,Colusa County,46,0.41,North
